Mes;Categoria;Voltaje;Grupo_consumo;Tipo_consumo;Tarifa;Clientes_BOL;MWh_BOL;FACT_BOL;Clientes_EOR;MWh_EOR;FACT_EOR;Clientes_ESM;MWh_ESM;FACT_ESM;Clientes_GYE;MWh_GYE;FACT_GYE;Clientes_GLR;MWh_GLR;FACT_GLR;Clientes_LRS;MWh_LRS;FACT_LRS;Clientes_MAN;MWh_MAN;FACT_MAN;Clientes_MLG;MWh_MLG;FACT_MLG;Clientes_STE;MWh_STE;FACT_STE;Clientes_STD;MWh_STD;FACT_STD;Clientes_SUC;MWh_SUC;FACT_SUC;;
Feb;General;Media;Otros;Privado;MTCGCD07 (MT / Asistencia Social con Demanda);S;1;0;0;0;1;2,84682;238,47;8;30,82557;2629,96;102;793,72476;61612,24;10;72,73348;5883,04;8;48,87186;3764,86;10;39,97625;3116,89;0;0;0;2;4,12794;429,9;0;0;0;0;0;0
Feb;General;Media;Otros;Privado;MTCGCD08 (MT / Asistencia Social con Demanda Horaria);S;1;0;0;0;4;98,98812;6790,28;1;16,0497;1086,7;36;4058,4368;250813,96;0;0;0;1;24,86556;1665,25;7;724,09067;49052,06;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Media;Otros;Privado;MTCGCD09 (MT / Beneficio Público con Demanda);S;3;0;0;0;0;0;0;5;10,70098;915,2;3;12,1256;889,39;1;5,0796;539,06;2;15,73452;1253,03;4;10,41216;898,31;1;16,55154;1486,64;3;19,43814;1574,42;0;0;0;0;0;0
Feb;General;Media;Otros;Privado;MTCGCD10 (MT / Beneficio Público con Demanda Horaria);S;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Media;Otros;Privado;MTCGCD19 (MT / Otros con Demanda);S;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;;Comercial;Privado;REFACTCO (Comercial / Refacturaciones y Reliquidaciones);;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Media;Otros;Privado;MTCGCD35 (MT / Servicio Comunitario con Demanda);S;12;0;0;0;8;6,40152;597,5;31;73,03685;7086,09;140;1904,91236;148167,43;175;1035,97705;96929,82;1;0,99654;106,79;62;201,08812;18635,04;0;0;0;12;44,44824;4542,06;1;1,52286;150,48;0;0;0
Feb;General;Media;Otros;Privado;MTCGCD34 (MT / Servicio Comunitario con Demanda Horaria);S;12;0;0;0;0;0;0;0;0;0;41;1237,7156;87639,09;0;0;0;0;0;0;4;20,74068;1732,04;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Alta;Otros;Privado;ATCGCD03 (AT / Abonados Especiales con Demanda Horaria);S;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2,23872;547,84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Alta;Otros;Privado;ATCGCD04 (AT / Bombeo de Agua con Demanda Horaria);S;4;0;0;0;0;0;0;0;0;0;3;6114,82608;327359,98;3;16668,0025;1002631,41;0;0;0;0;0;0;6;20595,863;1276632,25;1;4998;335130,99;0;0;0;0;0;0
Feb;General;Alta;Otros;Privado;ATCGCD16 (AT / Estación de Carga Rápida con Demanda Horaria Diferenciada);S;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Alta;Industrial;Privado;ATCGCD07 (AT / Industrial con Demanda Horaria Diferenciada);S;9;0;0;0;2;812,349;73741,34;0;0;0;35;58431,99687;4857956,26;29;32374,5326;2990461,63;0;0;0;4;3498,4448;324464,62;11;21319,621;1937369,33;0;0;0;2;2380,1;223955,49;0;0;0
Feb;General;;Otros;Privado;REFACTOT (Otros / Refacturaciones y Reliquidaciones);;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Alta;Otros;Privado;ATCGCD08 (AT / Servicio Comunitario con Demanda Horaria);S;12;0;0;0;0;0;0;0;0;0;2;1124,36;73015,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Alta;Otros;Privado;ATCGCD12 (AT / Autoconsumo con Demanda Horaria);S;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Alta;Otros;Privado;ATCGCD05 (AT / Otros con Demanda Horaria);S;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Alta;Comercial;Privado;ATCGCD09 (AT / Comercial con Demanda Horaria);S;5;0;0;0;2;1284,164;126726,09;0;0;0;7;4103,25;372182,8;6;4285,63019;425358,76;1;504,05136;49928,63;0;0;0;0;0;0;0;0;0;1;471;45820,41;0;0;0
Feb;General;Alta;Otros;Privado;ATCGCD11 (AT / Escenarios Deportivos con Demanda Horaria);S;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Alta;Industrial;Privado;EATCGCD1 (AT / Industrial con Demanda Horaria Diferenciada - AT1);S;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;24242,567;2289404,57;0;0;0;0;0;0;1;0;7,07
